UniqueCount	AmbigCount
0	73
0	51
0	85
0	0
0	0
0	1
0	0
0	31
0	13
0	4
2	4
0	0
0	12
0	12
0	96
0	7
0	767
0	113
2	3634
0	6
0	7
0	18
1	2
0	0
1	11
0	0
0	4
0	0
0	22
5	44
0	96
0	48
0	0
0	23
0	23
0	12
0	1
0	1
0	9
0	0
0	29
0	10
0	28
0	16
8	10
1	78
0	12
0	48
0	175
0	967
0	63
0	57
0	250
0	2977
1	18
0	0
0	11
0	24
0	14
0	29
0	16
2	23
0	27
0	1
0	0
0	14
0	7
0	14
0	6
0	76
20	53
0	0
1	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	12
0	13
0	159
0	171
0	1002
3	2606
0	17
1	2
0	0
0	0
8	4
0	4
0	2
0	0
0	2
0	0
0	13
0	2
0	2
0	5
0	0
0	0
0	14
0	29
0	26
0	21
2	19
0	11
0	19
0	7
0	3
0	2
46	1
0	1
2	2
0	32
12	5
0	17
46	40
0	87
0	99
9	163
0	20
0	13
0	83
0	73
0	19
29	153
2	17
2	7
145	24
0	6
0	2
2	4
0	3
0	0
0	5
8	5
0	2
0	2
0	0
0	38
0	17
0	306
6	308
0	291
0	292
2	278
0	279
3	298
0	266
0	307
0	263
0	79
0	1
0	27
0	8
0	15
0	565
207	1796
0	1635
0	0
0	466
0	24
32	117
0	105
112	89
0	18
0	1
0	0
2	163
14	184
0	174
3	26
1	24
0	20
0	20
0	20
0	0
0	4
2	3
3	3
0	2
0	26
0	14
0	0
0	0
9	26
166	4624
0	4624
1	1
0	216
0	228
0	104
0	19
9	99
0	213
197	1084
0	60
0	25
0	4
0	0
0	25
0	0
1	15
0	13
2	0
0	609
0	511
0	692
0	550
4	449
44	731
0	654
2	149
11	481
2	209
0	177
0	244
0	65
0	42
0	44
0	37
2	79
0	35
0	10
18	0
0	0
0	0
0	0
0	0
99	13
0	13
16	458
0	458
0	229
0	61
2	12
2	22
0	8
0	14
0	9
2	14
44	122
8	122
0	24
16	1680
0	1568
3	1450
18	897
1	779
0	338
1	366
195	0
52	33
1	16
7	30
0	9
0	2
0	0
0	746
0	854
6	751
4	404
0	566
0	322
0	396
2	68
0	473
0	262
0	59
0	106
0	261
40	366
12	206
3	4
0	58
4	79
0	128
1	2
0	0
0	0
0	135
0	97
2	118
0	128
0	122
4	12
0	120
0	1
0	30
19	339
0	319
7	256
0	208
2	7
0	0
10	42
0	53
0	8
0	38
0	21
9	17
0	14
0	1
0	8
0	2
1	2
0	2
3	8
0	77
0	139
0	125
0	47
0	105
