UniqueCount	AmbigCount
1	69
0	67
0	76
0	0
0	1
0	2
0	0
0	35
0	11
1	0
2	6
0	0
0	27
0	21
0	98
0	4
0	727
0	91
1	3478
0	10
2	2
0	14
0	5
0	2
0	18
0	0
0	4
0	0
0	25
8	54
0	106
0	51
0	0
0	30
0	31
0	16
0	6
0	0
0	9
0	0
0	34
0	4
0	47
0	26
12	3
0	60
0	15
0	27
0	171
0	913
0	47
0	43
0	206
0	2863
2	21
0	0
0	10
0	21
0	8
0	24
0	13
1	20
0	23
0	3
0	0
0	12
0	0
0	18
0	9
0	59
27	64
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	18
0	7
0	166
0	170
0	942
12	2568
0	21
1	5
0	0
0	0
14	4
0	1
0	5
0	4
0	3
0	2
0	14
0	1
2	1
0	5
0	0
1	0
0	14
0	30
0	25
0	24
0	22
0	13
0	21
0	7
0	1
0	3
56	0
0	0
2	2
0	21
10	4
0	13
48	44
0	62
0	70
10	132
0	11
0	6
0	71
0	59
0	16
27	125
2	13
0	5
135	30
0	1
0	1
2	0
0	2
0	0
0	16
3	16
0	1
0	0
0	1
0	31
0	18
0	362
2	362
0	341
0	341
2	325
0	338
1	352
0	319
0	361
0	323
0	109
0	2
0	54
0	21
0	27
6	670
203	1948
0	1770
0	0
0	479
0	28
42	109
0	111
99	110
0	17
0	1
0	0
1	171
17	184
0	168
5	16
1	35
0	21
0	21
0	21
0	0
0	7
1	7
0	5
0	5
0	19
0	14
0	0
2	0
13	19
203	4661
0	4661
0	1
0	185
0	195
0	103
0	9
3	119
0	236
214	1073
0	45
0	15
1	4
0	0
0	15
0	0
4	7
0	9
4	0
2	622
2	512
0	687
0	559
4	458
35	717
0	655
0	147
16	441
1	189
1	161
0	213
1	62
0	49
0	30
0	52
0	84
0	29
0	16
31	0
0	0
0	0
0	0
0	0
75	6
0	6
8	470
0	470
0	234
0	70
2	11
3	22
1	10
0	21
0	12
2	18
52	94
8	94
0	21
8	1591
0	1472
3	1364
20	885
1	776
0	323
0	341
201	0
53	43
1	27
6	39
1	9
0	4
1	0
0	707
0	820
3	701
0	364
0	512
0	298
0	389
2	60
0	464
0	257
0	65
1	106
0	282
57	357
10	203
2	6
0	64
3	68
0	125
1	8
0	0
0	0
0	154
0	114
1	132
0	142
0	135
5	14
0	130
2	1
0	30
13	361
0	331
8	276
0	210
3	9
0	0
3	54
0	71
0	8
0	42
0	21
11	13
0	11
0	0
0	5
0	1
1	1
0	2
6	4
0	84
0	133
0	124
0	48
0	106
0	121
0	8
1	115
0	106
0	78
1	141
0	105
0	133
0	106
0	100
0	112
0	120
0	70
0	121
0	126
0	105
0	162
0	0
0	60
0	17
0	9
1	10
0	24
0	0
0	3
0	20
0	9
0	9
1	23
0	19
0	18
0	0
0	0
0	14
0	0
0	22
0	26
0	19
1	15
0	10
0	4
0	3
0	8
1	11
0	2
1	8
0	0
3	6
0	169
242	231
15	77
2	0
0	2176
368	2193
0	1613
0	0
2	136
0	17
0	34
0	37
0	25
0	37
0	11
0	6
0	16
0	0
0	0
21	1103
175	962
58	975
2	979
0	98
22	138
0	0
121	364
0	288
52	258
0	316
0	374
0	321
0	294
1	293
0	274
0	173
0	141
0	71
0	31
0	41
0	15
0	37
0	6
21	35
40	4
2	8
0	26
3	88
0	75
0	3
0	0
0	73
0	69
0	40
382	1245
0	729
8	955
0	68
0	495
0	0
2	155
1	8
0	124
34	140
0	126
0	52
0	44
0	0
0	0
44	60
0	0
0	51
0	50
0	2
71	495
0	496
3	1
1559	302
0	46
3	111
47	490
6	437
1	58
0	248
0	160
11	753
8	726
0	708
0	708
3	21
0	89
0	91
0	0
0	0
0	0
565	1431
0	1051
5	393
139	141
3	0
0	0
0	0
0	0
0	0
107	12
0	482
0	510
0	438
0	498
57	528
0	436
1	482
0	10
0	35
0	408
0	37
0	327
0	0
0	0
0	69
0	471
0	248
0	43
0	436
1	402
7	12
0	17
0	395
1	59
0	23
0	21
0	43
0	148
0	93
29	183
0	69
0	68
0	58
0	10
0	42
0	53
0	53
0	58
1	42
0	25
5	32
0	28
0	10
0	8
94	1005
0	969
0	944
0	859
0	806
0	809
0	809
0	809
0	814
0	166
0	67
0	609
0	3108
0	2834
5	1163
0	380
0	0
0	0
0	52
0	749
0	567
1	171
0	639
2	727
0	579
0	725
0	760
0	724
0	749
0	620
0	29
0	75
0	59
0	3
0	156
0	33
0	25
2	75
0	115
0	56
0	9
0	0
0	0
0	1
50	204
9	536
0	21
4	321
2	0
0	0
11	1724
9	1674
0	1525
1	797
3	19
1	315
0	128
0	75
0	233
1	89
0	44
1	181
12	275
0	188
0	188
10	115
0	0
0	43
0	47
1	49
36	9
0	12
0	3
0	4
0	1
0	8
0	13
0	0
1	1
0	1
1	3
8	3
0	74
0	48
43	41
0	16
3	38
0	24
0	9
3	4
0	4
0	1
0	7
0	5
